periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201301,2013-01-01,DKI2,75,,4,27,135,10,135,O3,TIDAK SEHAT
201301,2013-01-02,DKI2,35,,4,26,192,8,192,O3,TIDAK SEHAT
201301,2013-01-03,DKI2,61,,5,36,195,9,195,O3,TIDAK SEHAT
201301,2013-01-04,DKI2,39,,4,13,210,10,210,O3,SANGAT TIDAK SEHAT
201301,2013-01-05,DKI2,53,,5,14,111,8,111,O3,TIDAK SEHAT
201301,2013-01-06,DKI2,32,,3,20,150,9,150,O3,TIDAK SEHAT
201301,2013-01-07,DKI2,28,,4,14,170,11,170,O3,TIDAK SEHAT
201301,2013-01-08,DKI4,33,,2,25,31,6,33,PM10,BAIK
201301,2013-01-09,DKI2,21,,2,18,92,7,92,O3,SEDANG
201301,2013-01-10,DKI2,24,,4,16,76,6,76,O3,SEDANG
201301,2013-01-11,DKI2,39,,5,15,53,5,53,O3,SEDANG
201301,2013-01-12,DKI2,38,,7,16,140,6,140,O3,TIDAK SEHAT
201301,2013-01-13,DKI2,37,,3,37,154,11,154,O3,TIDAK SEHAT
201301,2013-01-14,DKI2,49,,4,26,171,13,171,O3,TIDAK SEHAT
201301,2013-01-15,DKI2,53,,3,40,154,22,154,O3,TIDAK SEHAT
201301,2013-01-16,DKI2,54,,6,37,159,20,159,O3,TIDAK SEHAT
201301,2013-01-17,DKI2,59,,8,42,186,18,186,O3,TIDAK SEHAT
201301,2013-01-18,DKI2,49,,3,37,202,27,202,O3,SANGAT TIDAK SEHAT
201301,2013-01-19,DKI2,84,,7,78,110,33,110,O3,TIDAK SEHAT
201301,2013-01-20,DKI2,39,,3,17,152,11,152,O3,TIDAK SEHAT
201301,2013-01-21,DKI2,55,,6,23,170,12,170,O3,TIDAK SEHAT
201301,2013-01-22,DKI2,61,,6,29,195,14,195,O3,TIDAK SEHAT
201301,2013-01-23,DKI2,57,,9,50,139,15,139,O3,TIDAK SEHAT
201301,2013-01-24,DKI2,40,,5,28,135,10,135,O3,TIDAK SEHAT
201301,2013-01-25,DKI2,51,,8,34,155,15,155,O3,TIDAK SEHAT
201301,2013-01-26,DKI2,62,,9,50,144,15,144,O3,TIDAK SEHAT
201301,2013-01-27,DKI2,52,,5,25,122,11,122,O3,TIDAK SEHAT
201301,2013-01-28,DKI2,41,,5,29,195,14,195,O3,TIDAK SEHAT
