periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201903,2019-03-01,DKI3,58,,19,29,70,15,70,O3,SEDANG
201903,2019-03-02,DKI3,50,,51,25,62,12,62,O3,SEDANG
201903,2019-03-03,DKI5,53,,23,22,82,15,82,O3,SEDANG
201903,2019-03-04,DKI3,55,,22,32,104,22,104,O3,TIDAK SEHAT
201903,2019-03-05,DKI5,47,,21,28,83,22,83,O3,SEDANG
201903,2019-03-06,DKI3,54,,21,25,60,19,60,O3,SEDANG
201903,2019-03-07,DKI5,55,,24,39,112,17,112,O3,TIDAK SEHAT
201903,2019-03-08,DKI3,78,,25,41,155,27,155,O3,TIDAK SEHAT
201903,2019-03-09,DKI5,67,,35,29,215,27,215,O3,SANGAT TIDAK SEHAT
201903,2019-03-10,DKI2,60,,26,23,164,19,164,O3,TIDAK SEHAT
201903,2019-03-11,DKI2,55,,23,20,55,18,55,PM10,SEDANG
201903,2019-03-12,DKI3,41,,20,20,51,12,51,O3,SEDANG
201903,2019-03-13,DKI5,50,,27,28,122,22,122,O3,TIDAK SEHAT
201903,2019-03-14,DKI5,58,,26,52,162,36,162,O3,TIDAK SEHAT
201903,2019-03-15,DKI5,71,,29,29,132,35,132,O3,TIDAK SEHAT
201903,2019-03-16,DKI5,60,,26,43,128,15,128,O3,TIDAK SEHAT
201903,2019-03-17,DKI5,51,,21,18,82,9,82,O3,SEDANG
201903,2019-03-18,DKI3,52,,21,18,65,10,65,O3,SEDANG
201903,2019-03-19,DKI3,38,,20,18,68,6,68,O3,SEDANG
201903,2019-03-20,DKI5,38,,20,16,65,12,65,O3,SEDANG
201903,2019-03-21,DKI5,58,,21,21,74,10,74,O3,SEDANG
201903,2019-03-22,DKI5,55,,20,24,58,12,58,O3,SEDANG
201903,2019-03-23,DKI5,40,,20,15,75,15,75,O3,SEDANG
201903,2019-03-24,DKI5,36,,20,9,55,4,55,O3,SEDANG
201903,2019-03-25,DKI5,40,,20,14,42,7,42,O3,BAIK
201903,2019-03-26,DKI5,71,,21,36,89,16,89,O3,SEDANG
201903,2019-03-27,DKI5,57,,22,25,192,15,192,O3,TIDAK SEHAT
201903,2019-03-28,DKI5,56,,21,36,130,18,130,O3,TIDAK SEHAT
201903,2019-03-29,DKI5,62,,24,34,182,20,182,O3,TIDAK SEHAT
201903,2019-03-30,DKI5,62,,24,25,190,16,190,O3,TIDAK SEHAT
201903,2019-03-31,DKI5,62,,23,35,194,18,194,O3,TIDAK SEHAT
201906,2019-06-01,DKI2,63,,23,19,104,15,104,O3,TIDAK SEHAT
201906,2019-06-02,DKI2,70,,23,23,106,14,106,O3,TIDAK SEHAT
201906,2019-06-03,DKI3,55,,23,18,89,10,89,O3,SEDANG
201906,2019-06-04,DKI3,75,,24,20,82,11,82,O3,SEDANG
201906,2019-06-05,DKI4,82,,25,26,65,13,82,PM10,SEDANG
201906,2019-06-06,DKI3,51,,23,11,75,9,75,O3,SEDANG
201906,2019-06-07,DKI4,51,,24,11,54,8,54,O3,SEDANG
201906,2019-06-08,DKI2,50,,22,13,105,9,105,O3,TIDAK SEHAT
