periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201804,2018-04-01,DKI5,45,,25,17,57,13,57,O3,SEDANG
201804,2018-04-02,DKI5,46,,27,18,57,19,57,O3,SEDANG
201804,2018-04-03,DKI5,50,,26,27,80,26,80,O3,SEDANG
201804,2018-04-04,DKI5,45,,28,20,96,28,96,O3,SEDANG
201804,2018-04-05,DKI5,81,,37,29,202,18,202,O3,SANGAT TIDAK SEHAT
201804,2018-04-06,DKI5,56,,29,21,144,12,144,O3,TIDAK SEHAT
201804,2018-04-07,DKI3,68,,31,29,74,12,74,O3,SEDANG
201804,2018-04-08,DKI3,45,,28,16,51,12,51,O3,SEDANG
201804,2018-04-09,DKI3,53,,33,20,85,11,85,O3,SEDANG
201804,2018-04-10,DKI3,52,,36,19,66,15,66,O3,SEDANG
201804,2018-04-11,DKI3,71,,33,23,92,13,92,O3,SEDANG
201804,2018-04-12,DKI2,69,,58,16,57,14,69,PM10,SEDANG
201804,2018-04-13,DKI5,54,,56,16,121,11,121,O3,TIDAK SEHAT
201804,2018-04-14,DKI5,51,,22,21,141,12,141,O3,TIDAK SEHAT
201804,2018-04-15,DKI5,59,,27,23,168,13,168,O3,TIDAK SEHAT
201804,2018-04-16,DKI5,65,,33,27,185,18,185,O3,TIDAK SEHAT
201804,2018-04-17,DKI5,63,,26,24,142,16,142,O3,TIDAK SEHAT
201804,2018-04-18,DKI4,81,,29,26,80,23,81,PM10,SEDANG
201804,2018-04-19,DKI5,86,,27,33,133,22,133,O3,TIDAK SEHAT
201804,2018-04-20,DKI5,76,,24,30,92,18,92,O3,SEDANG
201804,2018-04-21,DKI5,73,,26,43,162,25,162,O3,TIDAK SEHAT
201804,2018-04-22,DKI5,70,,26,29,117,18,117,O3,TIDAK SEHAT
201804,2018-04-23,DKI5,51,,22,30,84,16,84,O3,SEDANG
201804,2018-04-24,DKI5,61,,23,33,90,34,90,O3,SEDANG
201804,2018-04-25,DKI1,69,,23,37,48,18,69,PM10,SEDANG
201804,2018-04-26,DKI1,71,,30,34,56,25,71,PM10,SEDANG
201804,2018-04-27,DKI2,62,,23,22,48,16,62,PM10,SEDANG
201804,2018-04-28,DKI5,57,,25,23,96,16,96,O3,SEDANG
201804,2018-04-29,DKI5,67,,23,26,120,18,120,O3,TIDAK SEHAT
201804,2018-04-30,DKI4,78,,24,29,89,22,89,O3,SEDANG
201807,2018-07-09,DKI5,69,,29,17,116,17,116,O3,TIDAK SEHAT
201807,2018-07-10,DKI2,87,,29,19,124,16,124,O3,TIDAK SEHAT
201807,2018-07-11,DKI2,73,,32,17,129,20,129,O3,TIDAK SEHAT
201807,2018-07-12,DKI5,74,,32,16,117,18,117,O3,TIDAK SEHAT
201807,2018-07-13,DKI2,80,,30,17,107,18,107,O3,TIDAK SEHAT
201807,2018-07-14,DKI2,84,,33,19,117,19,117,O3,TIDAK SEHAT
201807,2018-07-15,DKI2,63,,29,14,129,11,129,O3,TIDAK SEHAT
201807,2018-07-16,DKI5,61,,33,14,222,18,222,O3,SANGAT TIDAK SEHAT
201807,2018-07-17,DKI5,81,,30,20,205,19,205,O3,SANGAT TIDAK SEHAT
201807,2018-07-18,DKI5,88,,29,25,208,20,208,O3,SANGAT TIDAK SEHAT
201807,2018-07-19,DKI5,82,,30,19,188,19,188,O3,TIDAK SEHAT
201807,2018-07-20,DKI5,79,,30,16,113,18,113,O3,TIDAK SEHAT
201807,2018-07-21,DKI5,74,,32,14,151,16,151,O3,TIDAK SEHAT
201807,2018-07-22,DKI5,77,,29,22,166,15,166,O3,TIDAK SEHAT
201807,2018-07-23,DKI5,63,,25,23,191,22,191,O3,TIDAK SEHAT
201807,2018-07-24,DKI5,92,,32,23,184,22,184,O3,TIDAK SEHAT
201807,2018-07-25,DKI5,75,,29,23,153,17,153,O3,TIDAK SEHAT
201807,2018-07-26,DKI5,78,,33,22,168,20,168,O3,TIDAK SEHAT
201807,2018-07-27,DKI5,86,,31,19,197,18,197,O3,TIDAK SEHAT
201807,2018-07-28,DKI5,92,,32,31,234,20,234,O3,SANGAT TIDAK SEHAT
201807,2018-07-29,DKI5,77,,30,23,202,20,202,O3,SANGAT TIDAK SEHAT
201807,2018-07-30,DKI5,92,,31,23,174,27,174,O3,TIDAK SEHAT
201807,2018-07-31,DKI5,79,,29,22,156,21,156,O3,TIDAK SEHAT
201808,2018-08-01,DKI5,86,,31,21,129,24,129,O3,TIDAK SEHAT
201808,2018-08-02,DKI5,68,,31,18,207,20,207,O3,SANGAT TIDAK SEHAT
201808,2018-08-03,DKI2,68,,32,16,211,17,211,O3,SANGAT TIDAK SEHAT
201808,2018-08-04,DKI5,59,,31,16,194,16,194,O3,TIDAK SEHAT
201808,2018-08-05,DKI2,65,,35,14,203,16,203,O3,SANGAT TIDAK SEHAT
201808,2018-08-06,DKI2,71,,34,13,202,23,202,O3,SANGAT TIDAK SEHAT
201808,2018-08-07,DKI5,79,,35,21,162,25,162,O3,TIDAK SEHAT
201808,2018-08-08,DKI5,92,,33,28,144,29,144,O3,TIDAK SEHAT
201808,2018-08-09,DKI5,75,,37,22,186,18,186,O3,TIDAK SEHAT
201808,2018-08-10,DKI2,65,,33,18,165,17,165,O3,TIDAK SEHAT
201808,2018-08-11,DKI3,69,,31,17,126,19,126,O3,TIDAK SEHAT
201808,2018-08-12,DKI5,77,,31,20,127,15,127,O3,TIDAK SEHAT
201808,2018-08-13,DKI5,66,,30,14,134,14,134,O3,TIDAK SEHAT
201808,2018-08-14,DKI5,74,,31,19,151,13,151,O3,TIDAK SEHAT
201808,2018-08-15,DKI5,62,,30,15,185,16,185,O3,TIDAK SEHAT
201808,2018-08-16,DKI5,72,,31,17,140,15,140,O3,TIDAK SEHAT
201808,2018-08-17,DKI5,62,,31,15,154,13,154,O3,TIDAK SEHAT
201808,2018-08-18,DKI5,62,,30,14,143,14,143,O3,TIDAK SEHAT
201808,2018-08-19,DKI5,79,,32,20,149,13,149,O3,TIDAK SEHAT
201808,2018-08-20,DKI5,80,,30,19,101,11,101,O3,TIDAK SEHAT
201808,2018-08-21,DKI3,73,,32,16,122,11,122,O3,TIDAK SEHAT
201808,2018-08-22,DKI5,62,,31,16,164,9,164,O3,TIDAK SEHAT
201808,2018-08-23,DKI5,62,,30,17,161,16,161,O3,TIDAK SEHAT
201808,2018-08-24,DKI5,81,,32,22,110,18,110,O3,TIDAK SEHAT
201808,2018-08-25,DKI5,76,,31,19,202,13,202,O3,SANGAT TIDAK SEHAT
201808,2018-08-26,DKI5,75,,30,16,131,12,131,O3,TIDAK SEHAT
201808,2018-08-27,DKI5,79,,31,20,166,13,166,O3,TIDAK SEHAT
201808,2018-08-28,DKI5,83,,31,17,182,13,182,O3,TIDAK SEHAT
201808,2018-08-29,DKI5,67,,30,16,161,13,161,O3,TIDAK SEHAT
201808,2018-08-30,DKI2,85,,31,17,153,16,153,O3,TIDAK SEHAT
201808,2018-08-31,DKI5,65,,30,18,130,11,130,O3,TIDAK SEHAT
201809,2018-09-01,DKI5,68,,29,20,145,13,145,O3,TIDAK SEHAT
201809,2018-09-02,DKI5,73,,30,20,136,11,136,O3,TIDAK SEHAT
201809,2018-09-03,DKI5,62,,37,23,175,24,175,O3,TIDAK SEHAT
201809,2018-09-04,DKI5,52,,37,22,217,24,217,O3,SANGAT TIDAK SEHAT
201809,2018-09-05,DKI5,53,,31,15,140,24,140,O3,TIDAK SEHAT
201809,2018-09-06,DKI5,82,,44,25,148,17,148,O3,TIDAK SEHAT
201809,2018-09-07,DKI5,69,,33,21,147,10,147,O3,TIDAK SEHAT
201809,2018-09-08,DKI5,51,,33,19,175,16,175,O3,TIDAK SEHAT
201809,2018-09-09,DKI5,81,,34,30,126,16,126,O3,TIDAK SEHAT
201809,2018-09-10,DKI5,69,,33,20,132,12,132,O3,TIDAK SEHAT
201809,2018-09-11,DKI5,63,,33,16,102,11,102,O3,TIDAK SEHAT
201809,2018-09-12,DKI2,61,,32,16,164,13,164,O3,TIDAK SEHAT
201809,2018-09-13,DKI5,70,,46,19,190,13,190,O3,TIDAK SEHAT
201809,2018-09-14,DKI2,62,,44,18,233,17,233,O3,SANGAT TIDAK SEHAT
201809,2018-09-15,DKI2,68,,37,17,196,23,196,O3,TIDAK SEHAT
201809,2018-09-16,DKI2,82,,34,15,119,11,119,O3,TIDAK SEHAT
201809,2018-09-17,DKI5,62,,33,17,83,14,83,O3,SEDANG
201809,2018-09-18,DKI5,64,,32,18,141,11,141,O3,TIDAK SEHAT
201809,2018-09-19,DKI5,58,,34,16,85,11,85,O3,SEDANG
201802,2018-02-01,DKI5,44,,43,37,73,13,73,O3,SEDANG
201802,2018-02-02,DKI3,47,,45,56,68,12,68,O3,SEDANG
201802,2018-02-03,DKI5,42,,44,35,59,12,59,O3,SEDANG
201802,2018-02-04,DKI5,35,,47,35,57,12,57,O3,SEDANG
201802,2018-02-05,DKI5,31,,46,32,66,9,66,O3,SEDANG
201802,2018-02-06,DKI5,45,,48,71,75,16,75,O3,SEDANG
201802,2018-02-07,DKI5,42,,50,60,89,14,89,O3,SEDANG
