periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201201,2012-01-01,DKI2,52,,18,39,63,7,63,O3,SEDANG
201201,2012-01-02,DKI2,49,,22,28,55,11,55,O3,SEDANG
201201,2012-01-03,DKI1,65,,15,42,86,22,86,O3,SEDANG
201201,2012-01-04,DKI1,69,,20,55,97,20,97,O3,SEDANG
201201,2012-01-05,DKI2,67,,14,39,157,25,157,O3,TIDAK SEHAT
201201,2012-01-06,DKI2,52,,28,47,68,11,68,O3,SEDANG
201201,2012-01-07,DKI2,61,,20,54,73,13,73,O3,SEDANG
201201,2012-01-08,DKI2,48,,15,48,90,13,90,O3,SEDANG
201201,2012-01-09,DKI1,60,,16,63,72,21,72,O3,SEDANG
201201,2012-01-10,DKI2,39,,16,29,69,13,69,O3,SEDANG
201201,2012-01-11,DKI2,42,,16,31,75,14,75,O3,SEDANG
201201,2012-01-12,DKI2,42,,20,37,52,13,52,O3,SEDANG
201201,2012-01-13,DKI2,40,,19,27,55,13,55,O3,SEDANG
201201,2012-01-14,DKI1,34,,19,34,54,7,54,O3,SEDANG
201201,2012-01-15,DKI2,39,,18,20,89,10,89,O3,SEDANG
201201,2012-01-16,DKI2,50,,18,30,86,16,86,O3,SEDANG
201201,2012-01-17,DKI2,65,,30,33,94,23,94,O3,SEDANG
201201,2012-01-18,DKI2,60,,45,38,98,19,98,O3,SEDANG
201201,2012-01-19,DKI2,60,,22,43,65,16,65,O3,SEDANG
201201,2012-01-20,DKI2,60,,17,33,73,12,73,O3,SEDANG
201201,2012-01-21,DKI1,57,,25,29,90,21,90,O3,SEDANG
201201,2012-01-22,DKI4,71,,21,99,95,14,99,CO,SEDANG
201201,2012-01-23,DKI2,44,,17,15,78,10,78,O3,SEDANG
201201,2012-01-24,DKI4,55,,26,24,48,11,55,PM10,SEDANG
201201,2012-01-25,DKI1,48,,22,24,62,15,62,O3,SEDANG
201201,2012-01-26,DKI2,54,,23,30,81,11,81,O3,SEDANG
201201,2012-01-27,DKI2,51,,20,26,96,14,96,O3,SEDANG
201201,2012-01-28,DKI1,44,,24,26,85,17,85,O3,SEDANG
201201,2012-01-29,DKI2,33,,15,15,75,9,75,O3,SEDANG
201201,2012-01-30,DKI2,40,,21,29,130,10,130,O3,TIDAK SEHAT
201201,2012-01-31,DKI2,31,,18,29,61,12,61,O3,SEDANG
201207,2012-07-01,DKI4,88,,25,19,81,17,88,PM10,SEDANG
201207,2012-07-02,DKI4,134,,28,30,80,19,134,PM10,TIDAK SEHAT
201207,2012-07-03,DKI4,106,,31,33,72,17,106,PM10,TIDAK SEHAT
201207,2012-07-04,DKI3,85,,26,40,98,23,98,O3,SEDANG
201207,2012-07-05,DKI4,86,,29,36,82,22,86,PM10,SEDANG
201207,2012-07-06,DKI4,97,,30,35,77,19,97,PM10,SEDANG
201207,2012-07-07,DKI4,127,,20,23,101,18,127,PM10,TIDAK SEHAT
201207,2012-07-08,DKI4,140,,19,34,112,17,140,PM10,TIDAK SEHAT
201207,2012-07-09,DKI3,114,,18,43,125,33,125,O3,TIDAK SEHAT
201207,2012-07-10,DKI3,116,,23,37,119,25,119,O3,TIDAK SEHAT
201207,2012-07-11,DKI4,105,,27,33,88,27,105,PM10,TIDAK SEHAT
201207,2012-07-12,DKI2,86,,31,33,131,20,131,O3,TIDAK SEHAT
201207,2012-07-13,DKI4,106,,27,44,130,30,130,O3,TIDAK SEHAT
201207,2012-07-14,DKI1,107,,25,41,147,29,147,O3,TIDAK SEHAT
201207,2012-07-15,DKI4,145,,28,36,84,21,145,PM10,TIDAK SEHAT
201207,2012-07-16,DKI4,118,,27,37,92,28,118,PM10,TIDAK SEHAT
201207,2012-07-17,DKI2,72,,23,32,126,25,126,O3,TIDAK SEHAT
201207,2012-07-18,DKI2,76,,21,32,128,30,128,O3,TIDAK SEHAT
201207,2012-07-19,DKI3,110,,33,53,113,28,113,O3,TIDAK SEHAT
201207,2012-07-20,DKI1,77,,28,35,77,18,77,PM10,SEDANG
201207,2012-07-21,DKI3,73,,24,28,113,19,113,O3,TIDAK SEHAT
201207,2012-07-22,DKI4,120,,17,19,87,16,120,PM10,TIDAK SEHAT
201207,2012-07-27,DKI2,114,,40,37,276,29,276,O3,SANGAT TIDAK SEHAT
201207,2012-07-28,DKI2,148,,28,36,288,26,288,O3,SANGAT TIDAK SEHAT
201207,2012-07-29,DKI2,150,,22,24,234,16,234,O3,SANGAT TIDAK SEHAT
201207,2012-07-30,DKI2,107,,21,33,215,20,215,O3,SANGAT TIDAK SEHAT
201207,2012-07-31,DKI2,107,,24,36,221,21,221,O3,SANGAT TIDAK SEHAT
201208,2012-08-01,DKI2,123,,27,36,236,25,236,O3,SANGAT TIDAK SEHAT
201208,2012-08-02,DKI2,103,,33,40,244,35,244,O3,SANGAT TIDAK SEHAT
201208,2012-08-03,DKI2,81,,25,37,216,20,216,O3,SANGAT TIDAK SEHAT
201208,2012-08-04,DKI4,101,,26,27,72,15,101,PM10,TIDAK SEHAT
201208,2012-08-05,DKI4,139,,25,16,73,15,139,PM10,TIDAK SEHAT
201208,2012-08-06,DKI4,136,,26,38,106,19,136,PM10,TIDAK SEHAT
201208,2012-08-07,DKI3,97,,23,36,146,25,146,O3,TIDAK SEHAT
201208,2012-08-08,DKI3,83,,25,34,125,24,125,O3,TIDAK SEHAT
201208,2012-08-09,DKI4,171,,31,32,71,26,171,PM10,TIDAK SEHAT
201208,2012-08-10,DKI4,140,,33,31,61,22,140,PM10,TIDAK SEHAT
201208,2012-08-11,DKI4,114,,32,22,97,17,114,PM10,TIDAK SEHAT
201208,2012-08-12,DKI4,121,,27,22,86,26,121,PM10,TIDAK SEHAT
201208,2012-08-13,DKI4,132,,25,37,95,20,132,PM10,TIDAK SEHAT
201208,2012-08-14,DKI4,97,,22,33,82,24,97,PM10,SEDANG
201208,2012-08-15,DKI4,94,,23,29,68,22,94,PM10,SEDANG
201208,2012-08-16,DKI4,99,,27,24,73,16,99,PM10,SEDANG
201208,2012-08-17,DKI4,98,,23,20,78,15,98,PM10,SEDANG
201208,2012-08-18,DKI4,166,,22,25,82,15,166,PM10,TIDAK SEHAT
201208,2012-08-19,DKI4,109,,21,27,73,11,109,PM10,TIDAK SEHAT
201208,2012-08-20,DKI3,65,,19,10,78,14,78,O3,SEDANG
201208,2012-08-21,DKI3,72,,23,25,78,11,78,O3,SEDANG
201208,2012-08-22,DKI1,75,,21,13,88,16,88,O3,SEDANG
201208,2012-08-23,DKI3,85,,22,18,125,13,125,O3,TIDAK SEHAT
201208,2012-08-24,DKI3,89,,29,16,99,15,99,O3,SEDANG
201208,2012-08-25,DKI3,73,,23,14,104,16,104,O3,TIDAK SEHAT
201208,2012-08-26,DKI4,95,,24,17,91,11,95,PM10,SEDANG
201208,2012-08-27,DKI4,78,,23,30,94,21,94,O3,SEDANG
201208,2012-08-28,DKI4,128,,45,33,115,20,128,PM10,TIDAK SEHAT
201208,2012-08-29,DKI3,77,,22,33,103,23,103,O3,TIDAK SEHAT
201208,2012-08-30,DKI4,149,,27,30,83,20,149,PM10,TIDAK SEHAT
201208,2012-08-31,DKI4,106,,28,27,90,18,106,PM10,TIDAK SEHAT
201209,2012-09-01,DKI3,77,,31,25,99,19,99,O3,SEDANG
201209,2012-09-02,DKI4,128,,40,25,127,20,128,PM10,TIDAK SEHAT
201209,2012-09-03,DKI3,77,,26,32,97,20,97,O3,SEDANG
