periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201602,2016-02-12,DKI2,41.0,,3.0,24.0,35.0,15.0,41,PM10,BAIK
201602,2016-02-13,DKI2,73.0,,16.0,47.0,72.0,23.0,73,PM10,SEDANG
201602,2016-02-14,DKI2,62.0,,21.0,24.0,86.0,15.0,86,O3,SEDANG
201602,2016-02-15,DKI2,55.0,,9.0,29.0,63.0,12.0,63,O3,SEDANG
201602,2016-02-16,DKI2,50.0,,6.0,22.0,31.0,14.0,50,PM10,BAIK
201602,2016-02-17,DKI2,44.0,,8.0,27.0,42.0,11.0,44,PM10,BAIK
201602,2016-02-18,DKI2,56.0,,4.0,45.0,37.0,16.0,56,PM10,SEDANG
201602,2016-02-19,DKI2,78.0,,14.0,49.0,44.0,16.0,78,PM10,SEDANG
201602,2016-02-20,DKI2,62.0,,4.0,37.0,37.0,15.0,62,PM10,SEDANG
201602,2016-02-21,DKI2,52.0,,4.0,29.0,41.0,14.0,52,PM10,SEDANG
201602,2016-02-22,DKI2,44.0,,4.0,28.0,40.0,13.0,44,PM10,BAIK
201602,2016-02-23,DKI2,62.0,,6.0,27.0,67.0,21.0,67,O3,SEDANG
201602,2016-02-24,DKI2,58.0,,3.0,32.0,36.0,14.0,58,PM10,SEDANG
201602,2016-02-25,DKI2,29.0,,2.0,25.0,41.0,15.0,41,O3,BAIK
201602,2016-02-26,DKI2,24.0,,2.0,26.0,39.0,18.0,39,O3,BAIK
201602,2016-02-27,DKI2,50.0,,3.0,29.0,35.0,12.0,50,PM10,BAIK
201602,2016-02-28,DKI2,41.0,,2.0,20.0,53.0,12.0,53,O3,SEDANG
201602,2016-02-29,DKI2,44.0,,3.0,24.0,49.0,15.0,49,O3,BAIK
201602,2016-02-01,DKI3,,,,,,,0,,TIDAK ADA DATA
201602,2016-02-02,DKI3,,,,,,,0,,TIDAK ADA DATA
201602,2016-02-03,DKI3,,,,,,,0,,TIDAK ADA DATA
201602,2016-02-04,DKI3,58.0,,13.0,25.0,49.0,,58,PM10,SEDANG
201602,2016-02-05,DKI3,54.0,,15.0,19.0,52.0,2.0,54,PM10,SEDANG
201602,2016-02-06,DKI3,61.0,,13.0,20.0,41.0,3.0,61,PM10,SEDANG
201602,2016-02-07,DKI3,46.0,,13.0,28.0,41.0,5.0,46,PM10,BAIK
201602,2016-02-08,DKI3,49.0,,13.0,26.0,43.0,,49,PM10,BAIK
201602,2016-02-09,DKI3,13.0,,13.0,8.0,25.0,,25,O3,BAIK
201602,2016-02-10,DKI3,19.0,,13.0,14.0,31.0,,31,O3,BAIK
201602,2016-02-11,DKI3,29.0,,13.0,36.0,32.0,,36,CO,BAIK
201602,2016-02-12,DKI3,41.0,,13.0,27.0,47.0,4.0,47,O3,BAIK
201602,2016-02-13,DKI3,41.0,,14.0,56.0,79.0,8.0,79,O3,SEDANG
201602,2016-02-14,DKI3,54.0,,14.0,23.0,75.0,4.0,75,O3,SEDANG
201602,2016-02-15,DKI3,40.0,,14.0,22.0,32.0,3.0,40,PM10,BAIK
201602,2016-02-16,DKI3,62.0,,14.0,30.0,37.0,3.0,62,PM10,SEDANG
201602,2016-02-17,DKI3,45.0,,14.0,22.0,36.0,3.0,45,PM10,BAIK
201602,2016-02-18,DKI3,54.0,,14.0,41.0,60.0,3.0,60,O3,SEDANG
201602,2016-02-19,DKI3,40.0,,14.0,34.0,67.0,3.0,67,O3,SEDANG
201602,2016-02-20,DKI3,78.0,,14.0,31.0,52.0,3.0,78,PM10,SEDANG
201602,2016-02-21,DKI3,61.0,,15.0,15.0,49.0,2.0,61,PM10,SEDANG
201602,2016-02-22,DKI3,62.0,,15.0,30.0,46.0,3.0,62,PM10,SEDANG
201602,2016-02-23,DKI3,61.0,,14.0,23.0,50.0,3.0,61,PM10,SEDANG
201602,2016-02-24,DKI3,43.0,,15.0,20.0,38.0,3.0,43,PM10,BAIK
201602,2016-02-25,DKI3,26.0,,14.0,16.0,42.0,3.0,42,O3,BAIK
201602,2016-02-26,DKI3,19.0,,15.0,8.0,54.0,,54,O3,SEDANG
201602,2016-02-27,DKI3,49.0,,15.0,21.0,46.0,,49,PM10,BAIK
201602,2016-02-28,DKI3,,,15.0,13.0,46.0,3.0,46,O3,BAIK
201602,2016-02-29,DKI3,,,15.0,25.0,42.0,3.0,42,O3,BAIK
201602,2016-02-01,DKI4,71.0,,,,,,71,PM10,SEDANG
201602,2016-02-02,DKI4,52.0,,32.0,7.0,38.0,9.0,52,PM10,SEDANG
201602,2016-02-03,DKI4,40.0,,9.0,9.0,56.0,,56,O3,SEDANG
201601,2016-01-01,DKI1,59.0,,19.0,27.0,31.0,1.0,59,PM10,SEDANG
201601,2016-01-02,DKI1,52.0,,19.0,,33.0,2.0,52,PM10,SEDANG
201601,2016-01-03,DKI1,44.0,,19.0,,36.0,2.0,44,PM10,BAIK
201601,2016-01-04,DKI1,58.0,,21.0,,46.0,5.0,58,PM10,SEDANG
