periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
201505,2015-05-19,DKI3,84,,18,31,105,19,105,O3,TIDAK SEHAT
201505,2015-05-20,DKI3,83,,18,30,97,22,97,O3,SEDANG
201505,2015-05-21,DKI4,87,,18,32,84,19,87,PM10,SEDANG
201505,2015-05-22,DKI5,85,,19,27,90,17,90,O3,SEDANG
201505,2015-05-23,DKI4,93,,22,36,90,18,93,PM10,SEDANG
201505,2015-05-24,DKI4,87,,24,34,77,17,87,PM10,SEDANG
201505,2015-05-25,DKI3,83,,20,29,83,14,83,PM10,SEDANG
201505,2015-05-26,DKI3,78,,19,41,85,17,85,O3,SEDANG
201505,2015-05-27,DKI4,96,,20,32,74,16,96,PM10,SEDANG
201505,2015-05-28,DKI4,69,,20,24,37,11,69,PM10,SEDANG
201505,2015-05-29,DKI1,64,,20,30,64,22,64,PM10,SEDANG
201505,2015-05-30,DKI2,74,,20,36,70,18,74,PM10,SEDANG
201505,2015-05-31,DKI3,70,,20,53,83,14,83,O3,SEDANG
201506,2015-06-01,DKI2,74,,20,35,53,17,74,PM10,SEDANG
201506,2015-06-02,DKI4,89,,20,45,77,17,89,PM10,SEDANG
201506,2015-06-03,DKI3,61,,19,30,84,16,84,O3,SEDANG
201506,2015-06-04,DKI4,79,,19,42,60,12,79,PM10,SEDANG
201506,2015-06-05,DKI4,63,,21,31,51,16,63,PM10,SEDANG
201506,2015-06-06,DKI4,79,,25,42,60,22,79,PM10,SEDANG
201506,2015-06-07,DKI4,86,,22,37,65,16,86,PM10,SEDANG
201506,2015-06-08,DKI4,85,,21,45,54,15,85,PM10,SEDANG
201506,2015-06-09,DKI4,91,,21,43,51,18,91,PM10,SEDANG
201506,2015-06-10,DKI5,78,,27,49,93,21,93,O3,SEDANG
201506,2015-06-11,DKI3,71,,19,44,90,28,90,O3,SEDANG
201506,2015-06-12,DKI2,86,,24,43,107,19,107,O3,TIDAK SEHAT
201506,2015-06-13,DKI5,81,,30,39,94,32,94,O3,SEDANG
201506,2015-06-14,DKI3,89,,30,37,113,22,113,O3,TIDAK SEHAT
201506,2015-06-15,DKI3,85,,28,36,108,26,108,O3,TIDAK SEHAT
201506,2015-06-16,DKI3,92,,32,47,115,29,115,O3,TIDAK SEHAT
201506,2015-06-17,DKI4,115,,37,48,78,25,115,PM10,TIDAK SEHAT
201506,2015-06-18,DKI4,83,,34,29,80,19,83,PM10,SEDANG
201506,2015-06-19,DKI2,79,,32,30,87,28,87,O3,SEDANG
201506,2015-06-20,DKI4,79,,37,34,77,25,79,PM10,SEDANG
201506,2015-06-21,DKI2,92,,31,28,99,17,99,O3,SEDANG
201506,2015-06-22,DKI4,98,,26,31,97,20,98,PM10,SEDANG
201506,2015-06-23,DKI4,109,,30,32,98,30,109,PM10,TIDAK SEHAT
201506,2015-06-24,DKI3,86,,34,34,94,29,94,O3,SEDANG
201506,2015-06-25,DKI5,101,,33,38,72,23,101,PM10,TIDAK SEHAT
201506,2015-06-26,DKI5,114,,34,31,67,18,114,PM10,TIDAK SEHAT
201506,2015-06-27,DKI5,105,,33,34,61,12,105,PM10,TIDAK SEHAT
201506,2015-06-28,DKI2,72,,26,26,84,15,84,O3,SEDANG
201506,2015-06-29,DKI4,94,,28,35,101,22,101,O3,TIDAK SEHAT
201506,2015-06-30,DKI3,95,,31,33,101,22,101,O3,TIDAK SEHAT
201507,2015-07-01,DKI4,83,,32,30,86,24,86,O3,SEDANG
201507,2015-07-02,DKI4,86,,34,37,93,21,93,O3,SEDANG
201507,2015-07-03,DKI5,75,,35,31,99,19,99,O3,SEDANG
201507,2015-07-04,DKI3,77,,40,22,94,22,94,O3,SEDANG
201507,2015-07-05,DKI5,114,,35,52,87,20,114,PM10,TIDAK SEHAT
201507,2015-07-06,DKI3,84,,34,25,95,21,95,O3,SEDANG
201507,2015-07-07,DKI3,83,,37,27,123,27,123,O3,TIDAK SEHAT
201507,2015-07-08,DKI3,81,,33,26,109,21,109,O3,TIDAK SEHAT
201507,2015-07-09,DKI3,81,,32,21,95,22,95,O3,SEDANG
201507,2015-07-10,DKI3,73,,35,27,86,27,86,O3,SEDANG
201504,2015-04-01,DKI2,65,,19,37,80,21,80,O3,SEDANG
201504,2015-04-02,DKI2,67,,13,45,88,22,88,O3,SEDANG
201504,2015-04-03,DKI3,51,,14,50,54,17,54,O3,SEDANG
201504,2015-04-04,DKI2,75,,18,52,108,21,108,O3,TIDAK SEHAT
201504,2015-04-05,DKI5,75,,19,45,77,23,77,O3,SEDANG
201504,2015-04-06,DKI4,71,,17,41,61,20,71,PM10,SEDANG
201504,2015-04-07,DKI4,57,,17,29,33,12,57,PM10,SEDANG
